input,label
"Generate a creative poem from the following input and at least 5 lines.
Cherries, sunshine, laughter",1
"Given a set of instructions, design an algorithm to complete the instructions.
Instructions: Given an array of integers, find all the pairs that have a sum of k.",1
"Create a poem that has 8 lines and uses the following words: tree, sky, love, sun.",0
"Modify the words to be more descriptive.
Tree",0
Describe the windy weather today using figurative language such as metaphor and simile.,0
Describe a character in a book in 5 sentences.,0
Generate a poem of 8 lines about summertime.,0
"Design a program which takes numbers between 0 and 9,999 and prints the spoken version of the number.",1
Find an event that is happening in San Francisco this week and provide the details for it.,1
"Complete the poem with appropriate words.
I love to watch the _______ dance in the night sky,",1
"Make a list of five books that explore similar themes.
Book Title: Harry Potter and the Philosopher's Stone",0
Think of a creative business idea.,0
Create a limerick poem with the topic of nature.,0
Write a C++ function for calculating the approximate area of a circle.,0
Generate data for a fictitious family of four.,0
"Write a code that computes the sum of two integers, given their values as parameters.",0
Imagine you are telling a story. Describe how the story first began.,0
Generate a poem with the following theme: summer and friendship.,0
"Come up with an exemplar for the phrase ""to think outside the box"".",0
Generate a poem using a metaphor.,0
Make a shopping list for a healthy dinner that serves 4 people.,0
Help create an outline for talking about environmental pollution.,0
"Create a simple data visualization of monthly sales for the past 3 months.
Monthly sales for April, May, and June:
April: $20,000
May: $30,000
June: $40,000",1
"Find the minimum value of the function
f(x, y) = 2x^2 + y^3",0
Compose a soothing tune of 30 seconds.,1
Compose a short poem of four lines about the theme of nature.,0
Generate a list of creative gifts for children between the ages of 5 and 8,0
Generate a list of plausible passwords.,0
Generate a poem about love using at least four rhymes.,0
"Search the internet and find the nearest Indian restaurant.
Berlin, Germany",0
Write a funny piece of advice in 3-4 sentences.,1
"Write a poem that contains the given words: ""river"" and ""light""",0
Explain the spelling rules for forming plurals with words ending with -y.,0
Imagine you are writing a novel. Write in a few sentences the opening description of your novel.,0
Compose a musical piece that lasts 1 minute.,1
Generate the opening lines of a novel set in the future.,0
Tell me the two main types of monarchs,1
"Find the angle in the triangle using trigonometry.
AB=5, BC=7, AC=9",1
"Classify the given sentence and 10 possible label names.
Sentence: This website helps you find the best food delivery services near you.
Possible labels: Fast delivery, Comfort food, Low prices, Variety, Reviews, Organic food, Weekly meals, Healthy options, Mobile friendly website, Meal customization",1
"Analyze the given data and create a 3-dimensional table.
Data: 
Apple: 30, Banana: 15, Kiwi: 25.",0
Come up with a creative use for an empty tissue box.,0
Design an algorithm to identify a person's age from their date of birth.,0
Imagine you are organizing a birthday party for a friend. Create a checklist of items to bring.,0
"Give an example of a metaphor found in the text.
The sky was a blanket of stars.",1
"Given the set of words, come up with a poem within 80 words.
ocean, blue, feel, bubbles",0
"Given a description, create a model of the description.
A tall tree growing in the center of a grassy field.",0
Generate a poem that is 5 lines long about a city.,0
Select a few words that describe yourself.,1
We want to do some shopping for our upcoming vacation. Give a list of items that you should pack for a beach holiday.,0
"Write a time-sensitive to-do list that involves driving to four different locations.
You are expected to complete the list in one day.",1
Describe a medical scenario that can potentially cause a patient's death.,0
Create 3 sample HTTP requests to add a new user to a database.,0
Come up with a creative opening line for a story.,0
"Write a new lyric to complete the verse
Let me be the one that you remember",1
Give an example of a situation when being brave was necessary.,0
Generate a nature-inspired poem,0
"Describe what the data shows.
[Data Visualization]",1
"Give three uses of the given words
Abode",0
"Generate a bank statement for an online transaction of $100.
Amount: $100
Transaction Type: Online",0
"Take the input and write a pirate’s toast
Rise to the Challenge",0
Make an analogy comparing two different concepts.,0
Generate a joke about cats and dogs.,0
Write a paragraph describing an event taking place at night.,0
"Create a poem of 5 verses, each with 8 lines each, about a city skyline.",1
Compose a birthday poem for a 9 year old.,0
"Put together a group outfit for a Saturday night out.
Group Members: Sam, Lisa, and Paul",0
"Help the user create a password with the given criteria.
At least 10 characters
Uppercase letters
Lowercase letters
Symbols",0
"For the given employee data, work out their total salary from the salary grade and yearly salary information.
Employee1: Grade: 1, YearlySalary: 80000
Employee2: Grade: 5, YearlySalary: 120000",0
"Generate a poem with length 10-12 lines, based on the given input.
The silence of the night",0
Create an analogy to explain how a computer works.,0
"Reformat the following document into an easily-digestible infographic.
The US has been sending astronauts to space since 1961, with the first human in space being Yuri Gagarin, a Soviet citizen. Since then, NASA has sent over 450 people to space on more than 145 missions. The longest spaceflight in history was the Mission of Scott Kelly and Mikhail Kornienko from March 27, 2015 to March 1, 2016 – 342 days.",1
"Compose three sentences that include all four of the following words: camera, baker, hair and car.",1
Identify the major characters in the novel Romeo and Juliet,0
Write a rhyming poem containing at least 10 lines.,0
Create a fictional character and provide a brief description of them.,0
"Find the countries that have achieved a ""Very High"" human development index.",1
"Come up with a creative example of using the following idiom ""the best of both worlds"".",0
"Given an inspiring word, generate a poem that captures its essence.
Courage",0
Suggest a novel product concept and a corresponding value proposition in less than 100 words.,0
Can you give me a poem about love?,0
Make a list of ten items that could be purchased at a hardware store.,1
